*$$ SDRPT007   03012020 VR    18:10:47
  013792 SNAM013792  I                           98000                                             CP
  013804 SNAM013804  I                           98000                                             CP
  013816 SNAM013816  I    L                                                                        CP
  013828 SNAM013828  I    L                                                                        CP
  013839 SNAM013839  I    L                                                                        CP
  013847 SNAM013847  I    L                                                                        CP
  013855 SNAM013855  I    L                                                                        CP
  013863 SNAM013863  I                           98000                                             CP
  013871 SNAM013871  I                           98000                                             CP
  013882 SNAM013882  I                                                                             CP
  013894 SNAM013894  I                                                                             CP
  013906 SNAM013906  I                                                                             CP
  013918 SNAM013918  I                                                                             CP
  013929 SNAM013929  I                                                                             CP
  013937 SNAM013937  I                                                                             CP
  013945 SNAM013945  I                                                                             CP
  013953 SNAM013953  I                                                                             CP
  013961 SNAM013961  I                                                                             CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    25
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  013972 SNAM013972  I                                                                             CP
  013984 SNAM013984  I                                                                             CP
  013996 SNAM013996  I                                                                             CP
  014008 SNAM014008  I                                                                             CP
  014019 SNAM014019  I                                                                             CP
  014027 SNAM014027  I                                                                             CP
  014035 SNAM014035  I                                                                             CP
  014043 SNAM014043  I                                                                             CP
  014109 SNAM014109                                                                                CP
  014117 SNAM014117  I                           98000                                             CP
  014125 SNAM014125  I                           98000                                             CP
  014133 SNAM014133  I                           98000                                             CP
  014141 SNAM014141  I                                                                             CP
  014152 SNAM014152  I                                                                             CP
  014164 SNAM014164  I                                                                             CP
  014176 SNAM014176  I                                                                             CP
  014188 SNAM014188  I                                                                             CP
  014199 SNAM014199  I                                                                             CP
  014207 SNAM014207  I                                                                             CP
  014215 SNAM014215  I                                                                             CP
  014223 SNAM014223  I                                                                             CP
  014231 SNAM014231  I                                                                             CP
  014242 SNAM014242  I                           98000                                             CP                                                                  0313312D SW EQUITY
  014254 SNAM014254  I                           98000                                             CP
  014266 SNAM014266  I                                                                             CP
  014278 SNAM014278  I                                                                             CP
  014289 SNAM014289  I                                                                             CP
  014297 SNAM014297  I                           98000                                             CP
  014305 SNAM014305  I                           98000                                             CP
  014313 SNAM014313  I                           98000                                             CP
  014321 SNAM014321  I                           98000                                             CP
  014343 SNAM014343                              98000                                             CP
  014356 SNAM014356  I                                                                             CP
  014368 SNAM014368  I                                                                             CP
  014379 SNAM014379  I                                                                             CP
  014387 SNAM014387  I                                                                             CP
  014395 SNAM014395  I                                                                             CP
  014403 SNAM014403  I                                                                             CP
  014411 SNAM014411  I                                                                             CP
  014422 SNAM014422  I                                                                             CP
  014434 SNAM014434  I                                                                             CP
  014446 SNAM014446  I                                                                             CP
  014458 SNAM014458  I                                                                             CP
  014469 SNAM014469  I                                                                             CP
  014477 SNAM014477  I    F                                                                        CP
  014485 SNAM014485  I    F                                                                        CP
  014493 SNAM014493  I    F                                                                        CP
  014501 SNAM014501  I    F                                                                        CP
  014524 SNAM014524  I                                                                             CP
  014536 SNAM014536  I                                                                             CP
  014548 SNAM014548  I                                                                             CP
  014559 SNAM014559  I                                                                             CP
  014567 SNAM014567  I                                                                             CP
  014575 SNAM014575  I                                                                             CP
  014583 SNAM014583  I                                                                             CP
  014591 SNAM014591  I                                                                             CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    26
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  014602 SNAM014602  I                                                                             CP
  014626 SNAM014626  I                                                                             CP
  014638 SNAM014638  I                                                                             CP
  014649 SNAM014649  I                                                                             CP
  014657 SNAM014657  I                                                                             CP
  014665 SNAM014665  I                                                                             CP
  014673 SNAM014673  I                                                                             CP
  014681 SNAM014681  I                                                                             CP
  014692 SNAM014692  I                                                                             CP
  014704 SNAM014704  I                                                                             CP
  014716 SNAM014716  I                                                                             CP
  014728 SNAM014728  I                                                                             CP
  014739 SNAM014739  I                           98000                                             CP
  014755 SNAM014755  I    L                                                                        CP
  014763 SNAM014763  I                           98000                                             CP
  014771 SNAM014771  I                           98000                                             CP
  014782 SNAM014782  I                           98000                                             CP
  014794 SNAM014794  I                           98000                                             CP
  014806 SNAM014806  I                           98000                                             CP
  014818 SNAM014818  I                           98000                                             CP
  014829 SNAM014829  I                           98000                                             CP
  014837 SNAM014837  I                                                                             CP
  014845 SNAM014845  I                                                                             CP
  014853 SNAM014853  I                                                                             CP
  014861 SNAM014861  I                                                                             CP
  014872 SNAM014872  I                                                                             CP
  014884 SNAM014884  I                                                                             CP
  014896 SNAM014896  I                                                                             CP
  014908 SNAM014908  I                                                                             CP
  014919 SNAM014919  I                                                                             CP
  014927 SNAM014927  I                                                                             CP
  014935 SNAM014935  I                                                                             CP
  014943 SNAM014943  I                                                                             CP
  014951 SNAM014951  I                                                                             CP
  014962 SNAM014962  I                                                                             CP
  014974 SNAM014974  I                                                                             CP
  014986 SNAM014986  I                                                                             CP
  014998 SNAM014998  I                                                                             CP
  015009 SNAM015009  I                                                                             CP
  015017 SNAM015017  I    F                                                                        CP
  015025 SNAM015025  I    F                                                                        CP
  015033 SNAM015033  I    F                                                                        CP
  015041 SNAM015041  I    F                                                                        CP
  015052 SNAM015052  I    F                                                                        CP
  015064 SNAM015064  I                           98000                                             CP
  015076 SNAM015076  I                           98000                                             CP
  015088 SNAM015088  I                           98000                                             CP
  015099 SNAM015099  I                           98000                                             CP
  015107 SNAM015107  I    L                                                                        CP
  015115 SNAM015115  I    L                                                                        CP
  015123 SNAM015123  I    L                                                                        CP
  015131 SNAM015131  I    L                                                                        CP
  015142 SNAM015142  I                           98000                                             CP
  015154 SNAM015154  I                           98000                                             CP
  015166 SNAM015166  I                           98000                                             CP
  015178 SNAM015178  I                           98000                                             CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    27
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  015189 SNAM015189  I                           98000                                             CP
  015197 SNAM015197  I                           98000                                             CP
  015205 SNAM015205  I                           98000                                             CP
  015213 SNAM015213  I                           98000                                             CP
  015221 SNAM015221  I                           98000                                             CP
  015232 SNAM015232  I                           98000                                             CP
  015244 SNAM015244  I                           98000                                             CP
  015256 SNAM015256  I                           98000                                             CP
  015268 SNAM015268  I                           98000                                             CP
  015279 SNAM015279  I                           98000                                             CP
  015287 SNAM015287  I                           98000                                             CP
  015295 SNAM015295  I                           98000                                             CP
  015303 SNAM015303  I                           98000                                             CP
  015311 SNAM015311  I                           98000                                             CP
  015322 SNAM015322                                                                                CP
  015334 SNAM015334  I                           98000                                             CP
  015346 SNAM015346  I                           98000                                             CP
  015358 SNAM015358  I                           98000                                             CP
  015369 SNAM015369  I    L                                                                        CP
  015385 SNAM015385  I                           98000   NA                                        CP
  015393 SNAM015393  I                           98000   NA                                        CP
  015401 SNAM015401  I                           98000   NA                                        CP
  015412 SNAM015412  I                           98000   NA                                        CP
  015424 SNAM015424  I                           98000   NA                                        CP
  015436 SNAM015436  I                           98000   NA                                        CP
  015448 SNAM015448  I                           98000   NA                                        CP
  015514 SNAM015514  I    L                                                                        CP
  015526 SNAM015526  I    L                                                                        CP
  015538 SNAM015538  I    L                                                                        CP
  015549 SNAM015549  I    L                                                                        CP
  015557 SNAM015557  I    L                                                                        CP
  015565 SNAM015565  I    L                                                                        CP
  015592 SNAM015592  I          TW                                                                 CP
  015604 SNAM015604  I          DE                                                                 CP
  015616 SNAM015616  I          TW                                                                 CP
  015628 SNAM015628  I                           98000                                             CP
  015639 SNAM015639  I                           98000                                             CP
  015647 SNAM015647  I                                                                             CP
  015655 SNAM015655  I                           98000                                             CP
  015663 SNAM015663  I                           98000                                             CP
  031444 SNAM031444  I    B                                                                        CP
  040064 SNAM040064                              98000                                             CP
  060001 SNAM060001  I    M     TW               98000                  PP                         CP
  060013 SNAM060013  I    M     TW               98000                  PP                         CP
  060025 SNAM060025  I    M     TW               98000                  PP                         CP
  060036 SNAM060036                              98000                                             CP
  060048 SNAM060048  I    M     TW               98000                  PP                         CP
  060050 SNAM060050                              98000                                             CP
  060062 SNAM060062                              98000                                             CP
  060076 SNAM060076                              98000                                             CP
  060088 SNAM060088                              98000                                             CP
  060092 SNAM060092                              98000                                             CP
  060106 SNAM060106                              98000                                             CP
  060122 SNAM060122  I    M     TW               98000                  PP                         CP
  060136 SNAM060136  I    M     TW               98000   NA             PP                         CP
  400002 SNAM400002  TB                          64999                                             CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    28
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  400010 SNAM400010  TA                          64999                                             CF
  400028 SNAM400028  TA                          64999                                             CF
  400036 SNAM400036  TA                          64999                                             CF
  400044 SNAM400044  TA                          64999                                             CF
  400051 SNAM400051  TA                          64999                                             CF
  400069 SNAM400069  TA                          64999                                             CF
  400077 SNAM400077  TA                          64999                                             CF
  400085 SNAM400085  TA                          64999                                             CF
  400093 SNAM400093  TA                          64999                                             CF
  400101 SNAM400101  TA                          64999                                             CF
  400119 SNAM400119  TA                          64999                                             CF
  402008 SNAM402008  TA                          64999                                             CF
  402016 SNAM402016  TA                          64999                                             CF
  402024 SNAM402024  TA                          64999                                             CF
  402032 SNAM402032  TA                          64999                                             CF
  402040 SNAM402040  TA                          64999                                             CF
  402057 SNAM402057  TA                          64999                                             CF
  402065 SNAM402065  TA                          64999                                             CF
  402073 SNAM402073  TA                          64999                                             CF
  402081 SNAM402081  TA                          64999                                             CF
  402099 SNAM402099  TA                          64999                                             CF
  402107 SNAM402107                              64999                                             CF
  402115 SNAM402115  TA                          00000                                             CF
  410001 SNAM410001  TA                          64999                                             CF
  410019 SNAM410019  TA                          64999                                             CF
  410027 SNAM410027  TA                          64999                                             CF
  410035 SNAM410035  TA                          64999                                             CF
  410043 SNAM410043  TA                          64999                                             CF
  410050 SNAM410050  TA                          64999                                             CF
  410068 SNAM410068  TA                          64999                                             CF
  410076 SNAM410076  TA                          64999                                             CF
  410084 SNAM410084  TA                          64999                                             CF
  410092 SNAM410092  TA                          64999                                             CF
  410100 SNAM410100  TA                          64999                                             CF
  410118 SNAM410118  TA                          64999                                             CF
  410126 SNAM410126  TA                          64999                                             CF
  410142 SNAM410142  TA                          64999                                             CF
  410159 SNAM410159  TA                          64999                                             CF
  410175 SNAM410175  TA                          64999                                             CF
  410183 SNAM410183  TA                          64999                                             CF
  410191 SNAM410191  TA                          64999                                             CF
  410209 SNAM410209  TA                          64999                                             CF
  410225 SNAM410225  TA                          64999                                             CF
  410233 SNAM410233  TA                          64999                                             CF
  410241 SNAM410241  TA                          64999                                             CF
  410258 SNAM410258  TA                          64999                                             CF
  410266 SNAM410266  TA                          64999                                             CF
  410274 SNAM410274  TA                          64999                                             CF
  410282 SNAM410282  TA                          64999                                             CF
  410290 SNAM410290  TA                          64999                                             CF
  410308 SNAM410308  TA                          64999                                             CF
  500009 SNAM500009  TB   B     TW               64110                  PP                         CF
  500017 SNAM500017  TA   B     TW               64121                  PP                         CF
  500025 SNAM500025  TG   B     TW               64121                  PP                         CF
  500033 SNAM500033  TG   B     TW               64121                  PP                         CF
  500041 SNAM500041  TA   B     TW               64121                  PP                         CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    29
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  500058 SNAM500058  TA   B     TW               64121                  PP                         CF
  500066 SNAM500066  TA   B     TW               64121                  PP                         BK
  500074 SNAM500074  TA   B     TW               64121                  PP                         BK
  500082 SNAM500082  TA   B     TW               64121                  PP                         BK
  500090 SNAM500090  TA   B     TW               64121                  PP                         BK
  500108 SNAM500108  TG   B     TW               64121                  PP                         CF
  500116 SNAM500116  TA   B     TW               64121                  PP                         BK
  500124 SNAM500124  TA   B     TW               64121                  PP                         BK
  500132 SNAM500132  TA   B     TW               64121                  PP                         BK
  500140 SNAM500140  TG   B     TW               64121                  PP                         BK
  500157 SNAM500157  TA   B     TW               64999                  PP                         CF
  500165 SNAM500165  TA   B     TW               64999                  PP                         CF
  500173 SNAM500173  TA   B     HK               64121                  PP                         BK
  500181 SNAM500181  TA   B     TW               64121                  PP                         BK                                                                  VTBR RX EQUITY
  500199 SNAM500199  TA   B     TW               64999                  PP                         CF
  500207 SNAM500207  TA   B     TW               64121                  PP                         BK
  500215 SNAM500215  K    F     TW               84110                  PP                         RC
  500223 SNAM500223  TA   B     TW               64121                  PP                         BK
  500231 SNAM500231  TA   B     TW               64999                  PP                         CF
  500249 SNAM500249  TA   B     TW               64121                  PP                         BK
  500256 SNAM500256  TA   B     TW               64121                  PP                         BK
  500264 SNAM500264  TA   B     TW               64121                  PP                         BK
  500272 SNAM500272  TA   B     TW               64999                  PP                         CF
  500280 SNAM500280  TA   B     TW               64121                  PP                         BK
  500298 SNAM500298  TA   B     TW               64121                  PP                         BK
  500307 SNAM500307  TA   B     TW               64121                  PP                         BK
  500315 SNAM500315  TA   B     TW               64121                  PP                         BK
  500323 SNAM500323  TA   B     TW               64121                  PP                         BK
  500331 SNAM500331  TA   B     TW               64121                  PP                         BK
  500340 SNAM500340  TA   B     TW               64121                  PP                         BK
  500358 SNAM500358  TA   B     TW               64121                  PP                         BK
  500366 SNAM500366  TA   B     TW               64121                  PP                         BK
  500374 SNAM500374  TA   B     TW               64121                  PP                         BK
  500382 SNAM500382  TA   B     TW               64121                  PP                         BK
  500390 SNAM500390  TA   B     TW               64121                  PP                         CF
  500402 SNAM500402  TA   B     TW               64121                  PP                         CF
  500419 SNAM500419  TA   B     TW               64121                  PP                         CF
  500427 SNAM500427  TA   B     TW               64121                  PP                         CF
  500435 SNAM500435  TA   B     TW               64121                  PP                         CF
  500443 SNAM500443  TA   B     TW               64121                  PP                         CF
  500451 SNAM500451  TA   B     TW               64121                  PP                         BK
  500460 SNAM500460  TG   B     TW               64121                  PP                         CF
  500476 SNAM500476  TA   B     TW               64121                  PP                         BK
  500488 SNAM500488  TA   B     TW               64121                  PP                         BK
  500494 SNAM500494  TA   B     TW               64121                  PP                         BK
  500502 SNAM500502  TG   B     TW               64121                  PP                         CF
  500510 SNAM500510  TA   B     TW               64121                  PP                         CF
  500521 SNAM500521  TG   B     TW               64121                  PP                         CF
  500533 SNAM500533  TA   B     TW               64121                  PP                         CF
  500545 SNAM500545  TA   B     TW               64121                  PP                         CF
  500557 SNAM500557  TA   B     HK               64121                  PP                         CF
  500569 SNAM500569  TA   B     TW               64121                  PP                         CF
  500571 SNAM500571  TG   B     TW               64121                  PP                         CF
  500583 SNAM500583  TA   B     TW               64121                  PP                         CF
  500595 SNAM500595  TA   B     TW               64121                  PP                         BK
  500607 SNAM500607  TG   B     TW               64150   NA             PP  31-DEC-19              CF                                                               N
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    30
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  502005 SNAM502005  TA   B     TW               64121                  PP                         BK
  502013 SNAM502013  TA   B     TW               64121                  PP                         BK
  502014 CTBCBK TAI  TA   B     TW               64120   NA             PP  15-AUG-22              BK                                                               Y
  502021 SNAM502021  TA   B     TW               64121                  PP                         CF
  502039 SNAM502039  TA   B     TW               64121                  PP                         BK
  502047 SNAM502047  TA   B     TW               64121                  PP                         CF
  502054 SNAM502054  TA   B     TW               64121                  PP                         BK
  502062 SNAM502062  TA   B     TW               64121                  PP                         BK
  502070 SNAM502070  TA   B     TW               64121                  PP                         BK
  502088 SNAM502088  TA   B     TW               64121                  PP                         BK
  502096 SNAM502096  TA   B     TW               64121                  PP                         BK
  502104 SNAM502104  TA   B     TW               64121                  PP                         BK
  502112 SNAM502112  TA   B     TW               64999                                             CF
  502120 SNAM502120  TA   B     TW               64999                                             CF
  502138 SNAM502138  TA   B     TW               64121                  PP                         BK
  502146 SNAM502146  TA   B     TW               64999                                             CF
  502153 SNAM502153  TA   B     TW               64999                  PP                         CF
  502161 SNAM502161  TA   B     TW               64999                  PP                         CF
  502179 SNAM502179  TA   B     TW               64120   NA             PP  15-JUN-22              BK                                                               Y  TEST112
  502187 SNAM502187  TG   B     TW               64121                  PP                         BK
  502195 SNAM502195  TA   B     TW               64999                  PP                         CF
  502203 SNAM502203  TG   B     TW               64121                  PP                         BK
  502211 SNAM502211  TA   B     TW               64121                  PP                         BK
  502229 SNAM502229  TA   B     TW               64121                  PP                         BK
  502237 SNAM502237  TA   B     TW               64121                  PP                         CF
  502245 SNAM502245  TA   B     TW               64121                  PP                         CF
  502252 SNAM502252  TA   B     TW               64120   NA             PP  23-DEC-22              BK                                                               N  TEST115
  502260 SNAM502260  TA   B     TW               64121                  PP                         BK
  502278 SNAM502278  TA   B     TW               64121                  PP                         BK
  502286 SNAM502286  TA   B     TW               64121                  PP                         CF
  502294 SNAM502294  TA   B     TW               64121                  PP                         CF
  502302 SNAM502302  TA   B     TW               64121                  PP                         BK
  502310 SNAM502310  TA   B     TW               64121                  PP                         CF
  502329 SNAM502329  TA   B     TW               64121                  PP                         CF
  502337 SNAM502337  TA   B     TW               64121                  PP                         CF
  502345 SNAM502345  TA   B     TW               64121                  PP                         CF
  502353 SNAM502353  TA   B     TW               64121                  PP                         CF
  502361 SNAM502361  TA   B     TW               64121                  PP                         CF
  502370 SNAM502370  TA   B     TW               64121                  PP                         CF
  502388 SNAM502388  TG   B     TW               64121                  PP                         BK
  502396 SNAM502396  TG   B     TW               64121                  PP                         CF
  502414 SNAM502414  TG   B     TW               64121                  PP                         CF
  502422 SNAM502422  TA   B     TW               64121                  PP                         CF
  502439 SNAM502439  TA   B     TW               64121                  PP                         BK
  502447 SNAM502447  TA   B     TW               00000                  PP                         CF
  502455 SNAM502455  TA   B     TW               00000                  PP                         CF
  502463 SNAM502463  TA   B     TW               64121                  PP                         BK
  502598 SINOOBUTAI  TA   B     TW               64120   NA             PP  22-JUN-22              BK                                                               Y  TEST111
  504019 SNAM504019  TG   F     TW        TW     53100   00000          PP  12-DEC-19              CF
  504027 SNAM504027  NZ   L     TW               64190                  PP                         RC
  504036 SNAM504036  TB   B     TW               64110                  PP                         BK
  504048 SNAM504048  TG   L     TW               53100                  PP                         RC
  504052 SNAM504052  NZ   L     TW               64190                  PP                         BK
  504064 SNAM504064  NZ   L     TW               64190                  PP                         CF
  505008 SNAM505008  TA   B     TW               64190                  PP                         CF
  505016 SNAM505016  NZ   F     TW               64201                  PP                         RC
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    31
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  505024 SNAM505024  NZ   F     TW               64201                  PP                         RC
  505032 SNAM505032  H    F     TW               64190                  PP                         RC
  505040 SNAM505040  TK   F     TW               64190                  PP                         RC
  505051 SNAM505051  NZ   L                                                                        CF
  505063 SNAM505063  NZ   F     TW               64201                  PP                         RC
  510008 SNAM510008                              64999                                             CF
  510016 SNAM510016  TA   B     AU               64121                  PP                         CF
  510024 SNAM510024  TA   B     TH               64121                  PP                         CF
  510032 SNAM510032  TA   B     MY               64121                  PP                         CF
  510040 SNAM510040  TA   B     TH               64121                  PP                         CF
  510057 SNAM510057  TA   B     HK               64121                  PP                         CF
  510065 SNAM510065  TA   B     HK               64121                  PP                         CF
  510073 SNAM510073  TA   B     FR               64121                  PP                         CF
  510081 SNAM510081  TA   B     US               64121                  PP                         CF
  510099 SNAM510099  TA   B     FR               64121                  PP                         CF
  510107 SNAM510107  TA   B     US               64121                  PP                         CF
  510115 SNAM510115  TA   B     TW               64121                  PP                         CF
  510123 SNAM510123  TA   B     DE               64121                  PP                         CF
  510131 SNAM510131  GA   B     SG               64121                  PP                         CF
  510149 SNAM510149  TA   B     HK               64121                  PP                         CF
  510156 SNAM510156  TA   B     HK               64121                  PP                         CF
  510164 SNAM510164  TA   B     MY               64121                  PP                         CF
  510172 SNAM510172  TA   B     HK               64121                  PP                         CF
  510180 SNAM510180  TA   B     HK               64121                  PP                         CF
  510198 SNAM510198  TA   B     HK               64121                  PP                         CF
  510206 SNAM510206  TA   B     NL               64121                  PP                         CF
  510214 SNAM510214  TA   B     MY               64121                  PP                         CF
  510222 SNAM510222  TA   B     BE               64121                  PP                         CF
  510230 SNAM510230  TA   B     TW               64121                  PP                         CF
  510248 SNAM510248  GA   B     SG               64121                  PP                         CF
  510255 SNAM510255  GA   B     SG               64121                  PP                         CF
  510263 SNAM510263  TA   B     HK               64121                  PP                         CF
  510271 SNAM510271  TA   B     FR               64121                  PP                         CF
  510289 SNAM510289  TA   B     CH               64121                  PP                         CF
  510297 SNAM510297  TA   B     US               64121                  PP                         CF
  510305 SNAM510305  TA   B     NL               64999                  PP                         CF
  510313 SNAM510313  TA   B     US               64999                  PP                         CF
  510321 SNAM510321  TA   B     US               64121                  PP                         CF
  510339 SNAM510339  TA   B     JP               64121                  PP                         CF
  510347 SNAM510347  TA   B     FR               64121                  PP                         CF
  510354 SNAM510354  TA   B     US               64121                  PP                         CF
  510362 SNAM510362  TA   B     BE               64121                  PP                         CF
  510370 SNAM510370  TA   B     GB               64121                  PP                         CF
  510388 SNAM510388  TA   B     DE               64121                  PP                         CF
  510396 SNAM510396  TA   B     BE               64121                  PP                         CF
